suid,id,ref_ffvl,nom,sous_nom,cp,ville,site_type,site_sous_type,pratiques,lat,lon,alt,acces,trajet_parcking,trajet_attero_deco,handi,orientation.x,vent_favo,vent_defavo,conditions_ideales,balise,webcam,signaletique,description.x,restrictions,reg_aerienne,dangers,numero_cross,date_modification,latitude,longitude,altitude,geometry,coordinates,@id,name,free_flying:hanggliding,free_flying:paragliding,free_flying:site,leisure,sport,surface,type,website,landuse,note,access,ele,free_flying:official,free_flying:site_orientation,lit,network,operator,ref,source,free_flying:tandem,free_flying:network,natural,alt_name,wheelchair,building,building:levels,free_flying:retail,free_flying:school,club,phone,free_flying:rigid,area,aircraft,contact:website,source:date,free_flying:guest-guidelines,free_flying:no-flight-time,description.y,intermittent,inscription,fixme,crop,free_flying:ground_handling,name:en,free_flying,free_flying:orientation,free_flying:club,orientation.y,covered,fee,indoor,source:website,aeroway,mapillary,aircraft:type,aircraft:type2,length,width,abandoned:leisure,official_name,local_ref,free_flying:shop,shop,opening_hours:signed,description:it,operator:website,tourism,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,fixme2,board_type,check_date,information,communication:radio,frequency,height,man_made,tower:construction,tower:type,contact:webcam,display:digital,monitoring:weather,recording:automated,recording:remote,weather:anemometer,weather:thermometer,weather:wind_vane,amenity,email,fax,free_flying:repair,ref:FR:SIRET,contact:facebook
2225,NA,NA,Plage d'Houlgate,NA,14510,Houlgate,kite,Kitesurf,kite eau,49.3052,-0.075177,4,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"- Période hivernale: pas de restriction du 01/10 au 31/05.
- Période estivale: zone de kite obligatoire pour la préparation et l'évolution du kite ainsi que obligation de sortie et rentrée dans l'eau par le chenal sur 300 m.",NA,NA,Forte instabilité avec les orientations suivantes : S/Sso/SE/E. Difficultés et danger par mer haute et grand coefficient pour décollage et atterrissage du kite.,NA,2009-09-02 10:57:02,NA,NA,NA,Polygon,"6.9227085,46.386613,6.9227463,46.3865884,6.9228645,46.3866132,6.9231759,46.3866482,6.92337,46.38667,6.9236327,46.3866995,6.9238522,46.3867241,6.9239645,46.3867367,6.9240024,46.386758,6.9239952,46.3867884,6.923974,46.386878,6.9239755,46.3869436,6.9239578,46.3869945,6.9239514,46.3870447,6.9239448,46.3870961,6.9239302,46.3871374,6.9239151,46.3871801,6.9239197,46.3872728,6.9238775,46.3873463,6.9238578,46.3874176,6.9238321,46.3875103,6.9238222,46.3875321,6.9237898,46.3875676,6.9237566,46.387604,6.9237395,46.3876495,6.9237105,46.3877,6.9236417,46.3877205,6.9235656,46.3877432,6.9234666,46.3877353,6.9233625,46.3877269,6.92329,46.3877373,6.9232052,46.387728,6.923053,46.3877236,6.9228807,46.3877186,6.9227373,46.3877144,6.9226581,46.3876876,6.922664,46.3876345,6.9226877,46.3875713,6.9226936,46.3874897,6.9226788,46.3873938,6.9226877,46.3873102,6.9226965,46.3872684,6.9227084,46.3871959,6.922732,46.3871225,6.9227246,46.3870103,6.9227705,46.3869165,6.922769,46.38684,6.9227705,46.3867981,6.9227335,46.3867471,6.9227232,46.3866982,6.9227291,46.3866574,6.9227098,46.3866135,6.9227085,46.386613",relation/3227065,Atterissage Parapente/Deltaplane de Rennaz,yes,yes,landing,pitch,free_flying,grass,multipolygon,http://www.rnvl.ch/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2226,NA,NA,Plateau de la Cras  (Plombières-lès-Dijon),NA,21370,Plombières-lès-Dijon,kite,Roulage,kite terre,47.3255,4.95835,407,"Accès par Fontaine d'Ouche (chemin)
Par Corcelle les Monts (route)
Par Plombière les Dijons (route)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sol assez caillouteux, prévoir les protections (casque + genouillères au minimum).",NA,2009-09-02 11:12:29,NA,NA,NA,Polygon,"6.9227085,46.386613,6.9227463,46.3865884,6.9228645,46.3866132,6.9231759,46.3866482,6.92337,46.38667,6.9236327,46.3866995,6.9238522,46.3867241,6.9239645,46.3867367,6.9240024,46.386758,6.9239952,46.3867884,6.923974,46.386878,6.9239755,46.3869436,6.9239578,46.3869945,6.9239514,46.3870447,6.9239448,46.3870961,6.9239302,46.3871374,6.9239151,46.3871801,6.9239197,46.3872728,6.9238775,46.3873463,6.9238578,46.3874176,6.9238321,46.3875103,6.9238222,46.3875321,6.9237898,46.3875676,6.9237566,46.387604,6.9237395,46.3876495,6.9237105,46.3877,6.9236417,46.3877205,6.9235656,46.3877432,6.9234666,46.3877353,6.9233625,46.3877269,6.92329,46.3877373,6.9232052,46.387728,6.923053,46.3877236,6.9228807,46.3877186,6.9227373,46.3877144,6.9226581,46.3876876,6.922664,46.3876345,6.9226877,46.3875713,6.9226936,46.3874897,6.9226788,46.3873938,6.9226877,46.3873102,6.9226965,46.3872684,6.9227084,46.3871959,6.922732,46.3871225,6.9227246,46.3870103,6.9227705,46.3869165,6.922769,46.38684,6.9227705,46.3867981,6.9227335,46.3867471,6.9227232,46.3866982,6.9227291,46.3866574,6.9227098,46.3866135,6.9227085,46.386613",relation/3227065,Atterissage Parapente/Deltaplane de Rennaz,yes,yes,landing,pitch,free_flying,grass,multipolygon,http://www.rnvl.ch/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2227,NA,NA,La plaine (Autrans),NA,38880,Autrans,kite,Snowkite,kite neige,45.1729,5.5319,1023,NA,0,0,0,NA,"NO,O",NA,"Spot idéal pour débuter par vent de nord-nord ouest, possible thermique fin février vent d'ouest.",NA,NA,NA,"Spot idéal pour débuter par vent de nord-nord ouest, possible thermique fin février vent d'ouest. 
Attention spot non recommandé l'été, respect des fourrages des agriculteurs renseignez vous)non",NA,NA,"Faire attention aux autres utilisateurs de terrain (chien de traineau, ski de fond, raquettes) piquets route qui est à proximité et aux petit ruisseau qui est au fond du spot.",NA,2009-09-02 11:25:33,NA,NA,NA,Polygon,"6.9227085,46.386613,6.9227463,46.3865884,6.9228645,46.3866132,6.9231759,46.3866482,6.92337,46.38667,6.9236327,46.3866995,6.9238522,46.3867241,6.9239645,46.3867367,6.9240024,46.386758,6.9239952,46.3867884,6.923974,46.386878,6.9239755,46.3869436,6.9239578,46.3869945,6.9239514,46.3870447,6.9239448,46.3870961,6.9239302,46.3871374,6.9239151,46.3871801,6.9239197,46.3872728,6.9238775,46.3873463,6.9238578,46.3874176,6.9238321,46.3875103,6.9238222,46.3875321,6.9237898,46.3875676,6.9237566,46.387604,6.9237395,46.3876495,6.9237105,46.3877,6.9236417,46.3877205,6.9235656,46.3877432,6.9234666,46.3877353,6.9233625,46.3877269,6.92329,46.3877373,6.9232052,46.387728,6.923053,46.3877236,6.9228807,46.3877186,6.9227373,46.3877144,6.9226581,46.3876876,6.922664,46.3876345,6.9226877,46.3875713,6.9226936,46.3874897,6.9226788,46.3873938,6.9226877,46.3873102,6.9226965,46.3872684,6.9227084,46.3871959,6.922732,46.3871225,6.9227246,46.3870103,6.9227705,46.3869165,6.922769,46.38684,6.9227705,46.3867981,6.9227335,46.3867471,6.9227232,46.3866982,6.9227291,46.3866574,6.9227098,46.3866135,6.9227085,46.386613",relation/3227065,Atterissage Parapente/Deltaplane de Rennaz,yes,yes,landing,pitch,free_flying,grass,multipolygon,http://www.rnvl.ch/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2228,NA,NA,Cayenne,NA,97300,Cayenne,kite,Kitesurf,kite eau,4.94342,-52.2983,10,NA,0,0,0,NA,"E,SE,NE","S,SO,O,NO","Est,sud-est, 12/25 nds.",NA,NA,NA,"Large plage (100m) et longue (1,3km).La zone de décollage se trouve à 100m à gauche en arrivant sur le spot (sous le vent des baigneurs).
nonouije ne sais pas",NA,NA,"Barre rocheuse à l'extrême gauche du plan d'eau, a environ 400m.Zone de baignade durant les vacances estivales.",NA,2009-10-27 10:33:54,NA,NA,NA,Polygon,"6.9227085,46.386613,6.9227463,46.3865884,6.9228645,46.3866132,6.9231759,46.3866482,6.92337,46.38667,6.9236327,46.3866995,6.9238522,46.3867241,6.9239645,46.3867367,6.9240024,46.386758,6.9239952,46.3867884,6.923974,46.386878,6.9239755,46.3869436,6.9239578,46.3869945,6.9239514,46.3870447,6.9239448,46.3870961,6.9239302,46.3871374,6.9239151,46.3871801,6.9239197,46.3872728,6.9238775,46.3873463,6.9238578,46.3874176,6.9238321,46.3875103,6.9238222,46.3875321,6.9237898,46.3875676,6.9237566,46.387604,6.9237395,46.3876495,6.9237105,46.3877,6.9236417,46.3877205,6.9235656,46.3877432,6.9234666,46.3877353,6.9233625,46.3877269,6.92329,46.3877373,6.9232052,46.387728,6.923053,46.3877236,6.9228807,46.3877186,6.9227373,46.3877144,6.9226581,46.3876876,6.922664,46.3876345,6.9226877,46.3875713,6.9226936,46.3874897,6.9226788,46.3873938,6.9226877,46.3873102,6.9226965,46.3872684,6.9227084,46.3871959,6.922732,46.3871225,6.9227246,46.3870103,6.9227705,46.3869165,6.922769,46.38684,6.9227705,46.3867981,6.9227335,46.3867471,6.9227232,46.3866982,6.9227291,46.3866574,6.9227098,46.3866135,6.9227085,46.386613",relation/3227065,Atterissage Parapente/Deltaplane de Rennaz,yes,yes,landing,pitch,free_flying,grass,multipolygon,http://www.rnvl.ch/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2229,NA,NA,Dunkerque,NA,59140,Dunkerque,kite,Kitesurf,kite eau;kite terre,51.056,2.4237,0,"Le spot s'étant de Dunkerque à Leffrinckoucke, le point centrale étant le base de voile de la licorne digue nicolas II (voir : http://www.lesdunesdeflandre.fr/fr/pageDyn/detail.aspx?ID=206).

via A25 ou A16 suivre Dunkerque, puis leffrinckoucke "" base de voile de la licorne.10 m à pied",0,0,0,NA,"N,NE,O,NO","E,SE,S,SO","NO à NE , éviter la marée haute",NA,http://www.surfingarea.com/index.php/Meteo-en-direct-Anemometre-de-Leffrinckoucke.html,NA,"zone technique pour gréer et décoller est suffisante 1 heure après la marée haute lors des marée à coeff moyen.

restriction d'usage l'été du 01 juillet au 31 aout, la zone de pratique appellée ""kitepark"" est limitée à 500 m à l'ouest du poste de police ""terminus"" , face au parc des vents, au niveau de la base de voile (voir arrété préfectoral en doc joint)

à l'est de la digue de leffrinckoucke, dans la zone dunaire appellée ""batteries"" , au niveau des blockaus, la pratique est libre toute l'année.zone de mise à l'eau : plage de sable 
zone de pratique : relativement plate (vague < 1.5 m)
Présence de 3 brises lames constitués de rocher au large + 1 épaves balisée face à l'est de la base de voileplus de 30non",NA,NA,"Nombreuses pratiques sur la plage toutes l'année (VTT, joggeur, promeneur, char à voile, ,,, etc ,,,)
Plage très fréquenté dés l'arrivée des beaux joursNombreuses pratiques sur la plage toutes l'année (VTT, joggeur, promeneur, char à voile, ,,, etc ,,,)",NA,2020-04-21 18:50:17,NA,NA,NA,Polygon,"6.9227085,46.386613,6.9227463,46.3865884,6.9228645,46.3866132,6.9231759,46.3866482,6.92337,46.38667,6.9236327,46.3866995,6.9238522,46.3867241,6.9239645,46.3867367,6.9240024,46.386758,6.9239952,46.3867884,6.923974,46.386878,6.9239755,46.3869436,6.9239578,46.3869945,6.9239514,46.3870447,6.9239448,46.3870961,6.9239302,46.3871374,6.9239151,46.3871801,6.9239197,46.3872728,6.9238775,46.3873463,6.9238578,46.3874176,6.9238321,46.3875103,6.9238222,46.3875321,6.9237898,46.3875676,6.9237566,46.387604,6.9237395,46.3876495,6.9237105,46.3877,6.9236417,46.3877205,6.9235656,46.3877432,6.9234666,46.3877353,6.9233625,46.3877269,6.92329,46.3877373,6.9232052,46.387728,6.923053,46.3877236,6.9228807,46.3877186,6.9227373,46.3877144,6.9226581,46.3876876,6.922664,46.3876345,6.9226877,46.3875713,6.9226936,46.3874897,6.9226788,46.3873938,6.9226877,46.3873102,6.9226965,46.3872684,6.9227084,46.3871959,6.922732,46.3871225,6.9227246,46.3870103,6.9227705,46.3869165,6.922769,46.38684,6.9227705,46.3867981,6.9227335,46.3867471,6.9227232,46.3866982,6.9227291,46.3866574,6.9227098,46.3866135,6.9227085,46.386613",relation/3227065,Atterissage Parapente/Deltaplane de Rennaz,yes,yes,landing,pitch,free_flying,grass,multipolygon,http://www.rnvl.ch/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2230,NA,NA,Stanis - CAYENNE,NA,97300,CAYENNE,kite,Kitesurf,kite eau,4.92729,-52.2795,11,Parking restreint situé à 200m du spot.Sentier puis plage.,5,0,0,NA,"NE,E,SE","SO,O,NO","marée basse , vent sud-est",NA,NA,NA,"Large plage de sable (300m)Large plage de sable. Possibilité de décoller une quinzaine d'ailes.
Plan d'eau en fond de baie avec barrière rocheuse à 500m sous le vent.
Plan d'eau plat à marée basse mais très haché à mi marée et marée haute.10 à 20nonnonje ne sais pas",NA,NA,"Char à cerf volant
Pêche",NA,2009-10-27 06:28:48,NA,NA,NA,Polygon,"6.9227085,46.386613,6.9227463,46.3865884,6.9228645,46.3866132,6.9231759,46.3866482,6.92337,46.38667,6.9236327,46.3866995,6.9238522,46.3867241,6.9239645,46.3867367,6.9240024,46.386758,6.9239952,46.3867884,6.923974,46.386878,6.9239755,46.3869436,6.9239578,46.3869945,6.9239514,46.3870447,6.9239448,46.3870961,6.9239302,46.3871374,6.9239151,46.3871801,6.9239197,46.3872728,6.9238775,46.3873463,6.9238578,46.3874176,6.9238321,46.3875103,6.9238222,46.3875321,6.9237898,46.3875676,6.9237566,46.387604,6.9237395,46.3876495,6.9237105,46.3877,6.9236417,46.3877205,6.9235656,46.3877432,6.9234666,46.3877353,6.9233625,46.3877269,6.92329,46.3877373,6.9232052,46.387728,6.923053,46.3877236,6.9228807,46.3877186,6.9227373,46.3877144,6.9226581,46.3876876,6.922664,46.3876345,6.9226877,46.3875713,6.9226936,46.3874897,6.9226788,46.3873938,6.9226877,46.3873102,6.9226965,46.3872684,6.9227084,46.3871959,6.922732,46.3871225,6.9227246,46.3870103,6.9227705,46.3869165,6.922769,46.38684,6.9227705,46.3867981,6.9227335,46.3867471,6.9227232,46.3866982,6.9227291,46.3866574,6.9227098,46.3866135,6.9227085,46.386613",relation/3227065,Atterissage Parapente/Deltaplane de Rennaz,yes,yes,landing,pitch,free_flying,grass,multipolygon,http://www.rnvl.ch/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2231,NA,NA,Plage du Mahury,NA,97354,Rémire-Montjoly,kite,Kitesurf,kite eau,4.8579,-52.2565,2,"Accès goudronné, large parking",0,0,0,NA,N;NE;E,SE;S;SO;O;NO,Nord est,https://www.windguru.cz/station/1087,NA,0,"Plage de sable étroite à marée haute( 5m voire moins) , plus large à marée basse (20m). Proximité des arbres au décollage.
Possibilité de décoller au maximum 4 ailes en même temps.

Se navigue uniquement à marée descendante ou par vent fort sur la montante.",NA,NA,"Pêche, Chenal de navigation, fort courant, piquet de filet de pêche",NA,2020-04-27 11:43:58,NA,NA,NA,Polygon,"6.9227085,46.386613,6.9227463,46.3865884,6.9228645,46.3866132,6.9231759,46.3866482,6.92337,46.38667,6.9236327,46.3866995,6.9238522,46.3867241,6.9239645,46.3867367,6.9240024,46.386758,6.9239952,46.3867884,6.923974,46.386878,6.9239755,46.3869436,6.9239578,46.3869945,6.9239514,46.3870447,6.9239448,46.3870961,6.9239302,46.3871374,6.9239151,46.3871801,6.9239197,46.3872728,6.9238775,46.3873463,6.9238578,46.3874176,6.9238321,46.3875103,6.9238222,46.3875321,6.9237898,46.3875676,6.9237566,46.387604,6.9237395,46.3876495,6.9237105,46.3877,6.9236417,46.3877205,6.9235656,46.3877432,6.9234666,46.3877353,6.9233625,46.3877269,6.92329,46.3877373,6.9232052,46.387728,6.923053,46.3877236,6.9228807,46.3877186,6.9227373,46.3877144,6.9226581,46.3876876,6.922664,46.3876345,6.9226877,46.3875713,6.9226936,46.3874897,6.9226788,46.3873938,6.9226877,46.3873102,6.9226965,46.3872684,6.9227084,46.3871959,6.922732,46.3871225,6.9227246,46.3870103,6.9227705,46.3869165,6.922769,46.38684,6.9227705,46.3867981,6.9227335,46.3867471,6.9227232,46.3866982,6.9227291,46.3866574,6.9227098,46.3866135,6.9227085,46.386613",relation/3227065,Atterissage Parapente/Deltaplane de Rennaz,yes,yes,landing,pitch,free_flying,grass,multipolygon,http://www.rnvl.ch/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2232,NA,NA,Le Pont-Levis,NA,34200,Sète,kite,Kitesurf,kite eau,43.4016,3.6568,0,"Sur l'Etang de Thau à l'est de la ville de Sète
A la sortie de la ville sur la route d'Agde prendre au rond point la direction Le Pont Levis.
Place du Pont Levis, au fond passer sur une passerelle qui enjambe le canal et tout de suite après parking face à l'Etang.",15,0,0,NA,NO,SE,Par Tramontane : Nord-Ouest.,http://www.kitesurf-magicbruce.fr/anemometre-sete-pont-levis/,http://www.kitesurf-magicbruce.fr/webcam-pont-levis-a-sete/,1,https://thaukite.com/spots-balises/le-pont-levis,Attention aux zones de protection des oiseaux (cf la signalétique sur place),NA,"Le départ depuis le parking est interdit. Il faut longer la digue et se rendre sur les tocs pour décoller. Le toc peut se retrouver sous l'eau s'il y a eu plusieurs jours de Sud-Est auparavant.
Attention aux piquets et filets des pêcheurs.
",NA,2021-07-09 11:59:45,NA,NA,NA,Polygon,"6.9227085,46.386613,6.9227463,46.3865884,6.9228645,46.3866132,6.9231759,46.3866482,6.92337,46.38667,6.9236327,46.3866995,6.9238522,46.3867241,6.9239645,46.3867367,6.9240024,46.386758,6.9239952,46.3867884,6.923974,46.386878,6.9239755,46.3869436,6.9239578,46.3869945,6.9239514,46.3870447,6.9239448,46.3870961,6.9239302,46.3871374,6.9239151,46.3871801,6.9239197,46.3872728,6.9238775,46.3873463,6.9238578,46.3874176,6.9238321,46.3875103,6.9238222,46.3875321,6.9237898,46.3875676,6.9237566,46.387604,6.9237395,46.3876495,6.9237105,46.3877,6.9236417,46.3877205,6.9235656,46.3877432,6.9234666,46.3877353,6.9233625,46.3877269,6.92329,46.3877373,6.9232052,46.387728,6.923053,46.3877236,6.9228807,46.3877186,6.9227373,46.3877144,6.9226581,46.3876876,6.922664,46.3876345,6.9226877,46.3875713,6.9226936,46.3874897,6.9226788,46.3873938,6.9226877,46.3873102,6.9226965,46.3872684,6.9227084,46.3871959,6.922732,46.3871225,6.9227246,46.3870103,6.9227705,46.3869165,6.922769,46.38684,6.9227705,46.3867981,6.9227335,46.3867471,6.9227232,46.3866982,6.9227291,46.3866574,6.9227098,46.3866135,6.9227085,46.386613",relation/3227065,Atterissage Parapente/Deltaplane de Rennaz,yes,yes,landing,pitch,free_flying,grass,multipolygon,http://www.rnvl.ch/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13641,73095,73A095A,pente école du Peillet,pente-école du PEILLET,73250,Saint-Pierre d'Albigny,vol,Pente école,parapente;cerf-volant;boomerang,45.5607,6.1535,325,Se garer sur le parking attenant à la Pente école.,0,0,1,NA,E;SE;S,N;NE;SO;O;NO,brise de pente (E/SE) et brise de vallée (S),NA,NA,1,voir panneau FFVL,"Lorsque l'herbe est trop haute (30cm), ne pas utiliser la pente école",NA,pente école rendue turbulente lorsque la brise et le vent de N se conjuguent et descendent du Col du FRËNE.,NA,2021-07-15 11:18:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2234,NA,NA,"Ouistreham ""Colleville""",NA,14150,Ouistreham,kite,Kitesurf,kite eau,49.2921,-0.272539,0,"De Caen prendre le périphérique direction Ouistreham jusquau rond point de la paix, prendre à gauche dirrection les plages. Passer une suite de ronds point toujours tout droit puis face à la mer prendre à gauche le long de la digue j'usqu'à un point plage avec chenal de navigation.
Nombreux parking face à la mer.Un chenal reste balisée presque toute l'année avec (en regardant de la plage) des bouées côniques à gauche et cylindriques à droite.",1,0,0,NA,"N,NE,E,NO","SE,S,SO","Les conditions ideales sont les nord est et nord ouest à marée basse de préférenc car il y a une digue et peu d'espace sur la plage à marée haute !
Consultez les anémomètres du spot sur : 
http://www.bastonv2.com/observations-vent-temps-reel,ouistreham,HAM
ou http://www.julienvdb.com/srcofk/liensmeteo.php
ou http://meteo.paratruc.com/",NA,http://www.lyc.asso.fr/webcam.php,NA,"Une pelouse en haut de la digue vous permet de ranger votre matériel.
Attention ce site n'est praticable qu'à marée basse et vous devez imperativement décoller vos ailes à proximitée de l'eau et non vers la digueUn chenal d'accés au large permet de ce mettre à l'eau toute l'année meme s'il faut etre prudent en été car la plage est trés fréquentée.
Le plan d'eau est souvent clapoteux avec de petites vagues par vent fort on shore.
5 à 10oui",NA,NA,"A marée haute l'eau éfleur la digue et perturbe le vent. Ne pas partiquer à proximitée des maisons.Voile, windsurf, pêche, baignade, equitation.",NA,2009-12-17 10:09:17,NA,NA,NA,Polygon,"6.9227085,46.386613,6.9227463,46.3865884,6.9228645,46.3866132,6.9231759,46.3866482,6.92337,46.38667,6.9236327,46.3866995,6.9238522,46.3867241,6.9239645,46.3867367,6.9240024,46.386758,6.9239952,46.3867884,6.923974,46.386878,6.9239755,46.3869436,6.9239578,46.3869945,6.9239514,46.3870447,6.9239448,46.3870961,6.9239302,46.3871374,6.9239151,46.3871801,6.9239197,46.3872728,6.9238775,46.3873463,6.9238578,46.3874176,6.9238321,46.3875103,6.9238222,46.3875321,6.9237898,46.3875676,6.9237566,46.387604,6.9237395,46.3876495,6.9237105,46.3877,6.9236417,46.3877205,6.9235656,46.3877432,6.9234666,46.3877353,6.9233625,46.3877269,6.92329,46.3877373,6.9232052,46.387728,6.923053,46.3877236,6.9228807,46.3877186,6.9227373,46.3877144,6.9226581,46.3876876,6.922664,46.3876345,6.9226877,46.3875713,6.9226936,46.3874897,6.9226788,46.3873938,6.9226877,46.3873102,6.9226965,46.3872684,6.9227084,46.3871959,6.922732,46.3871225,6.9227246,46.3870103,6.9227705,46.3869165,6.922769,46.38684,6.9227705,46.3867981,6.9227335,46.3867471,6.9227232,46.3866982,6.9227291,46.3866574,6.9227098,46.3866135,6.9227085,46.386613",relation/3227065,Atterissage Parapente/Deltaplane de Rennaz,yes,yes,landing,pitch,free_flying,grass,multipolygon,http://www.rnvl.ch/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
